,eo_code,be_code,head_type,be_description,eo_class_code,eo_class_description,eo_model_name,eo_category_spec,eo_model_id,eo_description,operation_start_date,expected_operation_period_years,operation_finish_date_calc,sap_planned_finish_operation_date,operation_finish_date_sap_upd,sap_system_status,sap_user_status,be_eo_data_row_no,operation_finish_date_iteration_0,operation_finish_date_iteration_1,operation_finish_date_iteration_2,operation_status,operation_finish_date
347,100000062393,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №432,2013-06-15,12,2025-06-15 00:00:00,2025-06-30,2025-06-30,УСТН,СИНХ,83.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,2025-06-30
348,100000062394,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №433,2013-06-26,12,2025-06-26 00:00:00,2025-06-30,2025-06-30,УСТН,СИНХ,84.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,2025-06-30
349,100000062392,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №434,2013-06-28,12,2025-06-28 00:00:00,2025-06-30,2025-06-30,УСТН,СИНХ,85.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,2025-06-30
350,100000062390,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №435,2013-06-29,12,2025-06-29 00:00:00,2025-06-30,2025-06-30,УСТН,СИНХ,86.0,2025-06-30,2025-06-30,2025-06-30,Эксплуатация,2025-06-30
351,100000062395,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №436,2013-12-13,12,2025-12-13 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,87.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
352,100000062396,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №437,2013-11-10,12,2025-11-10 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,88.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
353,100000062397,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №438,2013-12-10,12,2025-12-10 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,89.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
354,100000062398,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №439,2013-12-03,12,2025-12-03 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,90.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
355,100000062399,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №440,2013-11-13,12,2025-11-13 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,91.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
356,100000062386,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №441,2014-05-22,12,2026-05-22 00:00:00,2026-05-30,2026-05-30,УСТН,СИНХ,92.0,2025-06-30,2026-05-30,2026-05-30,Эксплуатация,2026-05-30
357,100000062389,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №442,2014-05-26,12,2026-05-26 00:00:00,2026-05-30,2026-05-30,УСТН,СИНХ,93.0,2025-06-30,2026-05-30,2026-05-30,Эксплуатация,2026-05-30
358,100000062388,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №443,2014-05-30,12,2026-05-30 00:00:00,2026-05-30,2026-05-30,УСТН,СИНХ,94.0,2025-06-30,2026-05-30,2026-05-30,Эксплуатация,2026-05-30
359,100000062387,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №444,2014-06-03,12,2026-06-03 00:00:00,2026-06-30,2026-06-30,УСТН,СИНХ,95.0,2025-06-30,2026-06-30,2026-06-30,Эксплуатация,2026-06-30
360,100000062385,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №445,2014-06-07,12,2026-06-07 00:00:00,2026-06-30,2026-06-30,УСТН,СИНХ,96.0,2025-06-30,2026-06-30,2026-06-30,Эксплуатация,2026-06-30
361,100000065977,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №446,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31,УСТН,СИНХ,97.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,2030-07-31
362,100000065978,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №447,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31,УСТН,СИНХ,98.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,2030-07-31
363,100000065979,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №448,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31,УСТН,СИНХ,99.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,2030-07-31
364,100000065980,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №449,2016-08-10,12,2028-08-10 00:00:00,2030-07-31,2030-07-31,УСТН,СИНХ,100.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,2030-07-31
365,100000065981,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №450,2016-08-20,12,2028-08-20 00:00:00,2030-07-31,2030-07-31,УСТН,СИНХ,101.0,2030-07-31,2030-07-31,2030-07-31,Эксплуатация,2030-07-31
366,100000065606,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №501,2010-11-17,12,2022-11-17 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,102.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
367,100000065607,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №502,2010-11-28,12,2022-11-28 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,103.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
368,100000065608,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №503,2010-12-01,12,2022-12-01 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,104.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
369,100000065609,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №504,2010-12-05,12,2022-12-05 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,105.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
370,100000065611,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №505,2010-12-09,12,2022-12-09 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,106.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
371,100000065612,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №506,2011-01-28,12,2023-01-28 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,107.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
372,100000065613,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №507,2011-02-02,12,2023-02-02 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,108.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
373,100000065614,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №508,2011-02-07,12,2023-02-07 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,109.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
374,100000065615,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №509,2011-02-12,12,2023-02-12 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,110.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
375,100000065616,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №510,2011-02-17,12,2023-02-17 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,111.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
376,100000065617,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №511,2011-02-22,12,2023-02-22 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,112.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
377,100000065618,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №512,2011-02-27,12,2023-02-27 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,113.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
378,100000065619,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №514,2011-03-02,12,2023-03-02 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,114.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
379,100000065620,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №515,2011-03-19,12,2023-03-19 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,115.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
380,100000065622,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №516,2011-05-20,12,2023-05-20 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,116.0,2022-12-31,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
381,100000065640,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №517,2012-08-09,12,2024-08-09 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,117.0,2024-06-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
382,100000065637,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №518,2012-08-19,12,2024-08-19 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,118.0,2024-06-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
383,100000065639,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №519,2012-09-22,12,2024-09-22 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,119.0,2024-06-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
384,100000065638,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №520,2012-09-24,12,2024-09-24 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,120.0,2024-06-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
385,100000065641,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №521,2012-09-29,12,2024-09-29 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,121.0,2024-06-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
386,100000065643,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №522,2012-10-01,12,2024-10-01 00:00:00,2024-12-31,2024-12-31,УСТН,СИНХ,122.0,2024-06-30,2024-12-31,2024-12-31,Эксплуатация,2024-12-31
387,100000065626,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №523,2013-11-22,12,2025-11-22 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,123.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
388,100000065624,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №524,2013-11-24,12,2025-11-24 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,124.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
389,100000065623,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №525,2013-11-30,12,2025-11-30 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,125.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
390,100000065625,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №526,2013-12-16,12,2025-12-16 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,126.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
391,100000065627,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №527,2013-12-19,12,2025-12-19 00:00:00,2025-12-31,2025-12-31,УСТН,СИНХ,127.0,2025-06-30,2025-12-31,2025-12-31,Эксплуатация,2025-12-31
392,100000065628,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №528,2014-03-06,12,2026-03-06 00:00:00,2026-03-31,2026-03-31,УСТН,СИНХ,128.0,2025-06-30,2026-03-31,2026-03-31,Эксплуатация,2026-03-31
393,100000065630,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №529,2014-02-15,12,2026-02-15 00:00:00,2026-02-28,2026-02-28,УСТН,СИНХ,129.0,2025-06-30,2026-02-28,2026-02-28,Эксплуатация,2026-02-28
394,100000065632,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №530,2014-02-26,12,2026-02-26 00:00:00,2026-02-28,2026-02-28,УСТН,СИНХ,130.0,2025-06-30,2026-02-28,2026-02-28,Эксплуатация,2026-02-28
395,100000065629,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №531,2014-03-02,12,2026-03-02 00:00:00,2026-03-31,2026-03-31,УСТН,СИНХ,131.0,2025-06-30,2026-03-31,2026-03-31,Эксплуатация,2026-03-31
396,100000065631,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №532,2014-02-19,12,2026-02-19 00:00:00,2026-02-02,2026-02-02,УСТН,СИНХ,132.0,2025-06-30,2026-02-02,2026-02-02,Эксплуатация,2026-02-02
397,100000065633,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №533,2014-02-22,12,2026-02-22 00:00:00,2026-02-02,2026-02-02,УСТН,СИНХ,133.0,2025-06-30,2026-02-02,2026-02-02,Эксплуатация,2026-02-02
398,100000065634,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №534,2014-02-08,12,2026-02-08 00:00:00,2026-02-02,2026-02-02,УСТН,СИНХ,134.0,2025-06-30,2026-02-02,2026-02-02,Эксплуатация,2026-02-02
399,100000065636,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №535,2014-03-10,12,2026-03-10 00:00:00,2026-03-31,2026-03-31,УСТН,СИНХ,135.0,2025-06-30,2026-03-31,2026-03-31,Эксплуатация,2026-03-31
400,100000065635,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 785C,Автосамосвалы в классе 120-150 тонн,65.0,Самосвал карьерный 785C №536,2014-02-11,12,2026-02-11 00:00:00,2026-02-02,2026-02-02,УСТН,СИНХ,136.0,2025-06-30,2026-02-02,2026-02-02,Эксплуатация,2026-02-02
401,100000065514,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №701,2017-11-01,12,2029-11-01 00:00:00,2029-11-30,2029-11-30,УСТН,СИНХ,143.0,2029-11-30,2029-11-30,2029-11-30,Эксплуатация,2029-11-30
402,100000065515,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №702,2017-11-03,12,2029-11-03 00:00:00,2029-11-30,2029-11-30,УСТН,СИНХ,144.0,2029-11-30,2029-11-30,2029-11-30,Эксплуатация,2029-11-30
403,100000065516,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №703,2017-11-09,12,2029-11-09 00:00:00,2029-11-30,2029-11-30,УСТН,СИНХ,145.0,2029-11-30,2029-11-30,2029-11-30,Эксплуатация,2029-11-30
404,100000065517,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №704,2017-11-30,12,2029-11-30 00:00:00,2029-11-30,2029-11-30,УСТН,СИНХ,146.0,2029-11-30,2029-11-30,2029-11-30,Эксплуатация,2029-11-30
405,100000065518,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №705,2017-11-30,12,2029-11-30 00:00:00,2029-11-30,2029-11-30,УСТН,СИНХ,147.0,2029-11-30,2029-11-30,2029-11-30,Эксплуатация,2029-11-30
406,100000065520,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №706,2017-12-12,12,2029-12-12 00:00:00,2029-12-31,2029-12-31,УСТН,СИНХ,148.0,2029-12-31,2029-12-31,2029-12-31,Эксплуатация,2029-12-31
407,100000065521,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №707,2017-12-18,12,2029-12-18 00:00:00,2029-12-31,2029-12-31,УСТН,СИНХ,149.0,2029-12-31,2029-12-31,2029-12-31,Эксплуатация,2029-12-31
408,100000065523,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №708,2017-12-27,12,2029-12-27 00:00:00,2029-12-31,2029-12-31,УСТН,СИНХ,150.0,2029-12-31,2029-12-31,2029-12-31,Эксплуатация,2029-12-31
409,100000065525,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №709,2018-02-05,12,2030-02-05 00:00:00,2030-02-28,2030-02-28,УСТН,СИНХ,151.0,2030-02-28,2030-02-28,2030-02-28,Эксплуатация,2030-02-28
410,100000065524,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №710,2018-01-27,12,2030-01-27 00:00:00,2029-12-31,2029-12-31,УСТН,СИНХ,152.0,2029-12-31,2029-12-31,2029-12-31,Эксплуатация,2029-12-31
411,100000065526,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №711,2018-02-09,12,2030-02-09 00:00:00,2030-02-28,2030-02-28,УСТН,СИНХ,153.0,2030-02-28,2030-02-28,2030-02-28,Эксплуатация,2030-02-28
412,100000065527,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №712,2018-02-22,12,2030-02-22 00:00:00,2030-02-28,2030-02-28,УСТН,СИНХ,154.0,2030-02-28,2030-02-28,2030-02-28,Эксплуатация,2030-02-28
413,100000065519,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №714,2018-02-26,12,2030-02-26 00:00:00,2030-02-28,2030-02-28,УСТН,СИНХ,155.0,2030-02-28,2030-02-28,2030-02-28,Эксплуатация,2030-02-28
414,100000065529,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №715,2018-04-12,12,2030-04-12 00:00:00,2030-04-30,2030-04-30,УСТН,СИНХ,156.0,2030-04-30,2030-04-30,2030-04-30,Эксплуатация,2030-04-30
415,100000065530,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №716,2018-04-25,12,2030-04-25 00:00:00,2030-04-30,2030-04-30,УСТН,СИНХ,157.0,2030-04-30,2030-04-30,2030-04-30,Эксплуатация,2030-04-30
416,100000065528,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №717,2018-04-10,12,2030-04-10 00:00:00,2030-04-30,2030-04-30,УСТН,СИНХ,158.0,2030-04-30,2030-04-30,2030-04-30,Эксплуатация,2030-04-30
417,100000065531,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №718,2018-05-03,12,2030-05-03 00:00:00,2030-05-31,2030-05-31,УСТН,СИНХ,159.0,2030-05-31,2030-05-31,2030-05-31,Эксплуатация,2030-05-31
418,100000065532,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №719,2018-05-11,12,2030-05-11 00:00:00,2030-05-31,2030-05-31,УСТН,СИНХ,160.0,2030-05-31,2030-05-31,2030-05-31,Эксплуатация,2030-05-31
419,100000065535,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №720,2018-05-18,12,2030-05-18 00:00:00,2030-05-31,2030-05-31,УСТН,СИНХ,161.0,2030-05-31,2030-05-31,2030-05-31,Эксплуатация,2030-05-31
420,100000065536,1100.0,head,"АО ""Полюс Красноярск""",E01_01,Самосвалы карьерные,Самосвалы CAT 793D,Автосамосвалы в классе 218-250 тонн,67.0,Самосвал карьерный 793D №721,2018-05-24,12,2030-05-24 00:00:00,2030-05-31,2030-05-31,УСТН,СИНХ,162.0,2030-05-31,2030-05-31,2030-05-31,Эксплуатация,2030-05-31
